Ion;Extraction;ET;Mols;Strain;Diet;Sex;Age;Age.Cohort;HMDB05843;HMDB11749;HMDB12815;HMDB00718;HMDB00092;HMDB00008;HMDB00187;HMDB01858;HMDB03905;HMDB03156;HMDB04230;HMDB00870;HMDB00444;HMDB00300;HMDB01164;HMDB00562;HMDB00076;HMDB00453;HMDB00323;HMDB00162;HMDB00134;HMDB00019;HMDB00535;HMDB12249;HMDB00883;HMDB00202;HMDB00407;HMDB00167;HMDB01527;HMDB04072;HMDB01406;HMDB01488;HMDB03903;HMDB01084;HMDB00079;HMDB00267;HMDB00070;HMDB00666;HMDB00725;HMDB00064;HMDB00687;HMDB00622;HMDB00168;HMDB00317;HMDB00191;HMDB00156;HMDB03224;HMDB00034;HMDB12128;HMDB11659;HMDB04989;HMDB12153;HMDB00224;HMDB03431;HMDB06331;HMDB00392;HMDB00894;HMDB00393;HMDB01988;HMDB00482;HMDB02284;HMDB01552;HMDB01263;HMDB06831;HMDB00208;HMDB01218;HMDB00641;HMDB00182;HMDB06779;HMDB00148;HMDB00694;HMDB00227;HMDB00696;HMDB00956;HMDB00283;HMDB04487;HMDB01859;HMDB00292;HMDB00020;HMDB03667;HMDB01476;HMDB13253;HMDB12251;HMDB00177;HMDB02320;HMDB04362;HMDB01241;HMDB00959;HMDB00462;HMDB12241;HMDB10721;HMDB00798;HMDB00339;HMDB00991;HMDB00225;HMDB02820;HMDB00555;HMDB03459;HMDB00486;HMDB02038;HMDB04077;HMDB00321;HMDB01424;HMDB00205;HMDB00174;HMDB12246;HMDB02005;HMDB00159;HMDB02334;HMDB00375;HMDB06462;HMDB03584;HMDB01545;HMDB00263;HMDB00289;HMDB00001;HMDB04980;HMDB00341;HMDB00721;HMDB00511;HMDB06488;HMDB00701;HMDB01264;HMDB12149;HMDB06028;HMDB00893;HMDB03357;HMDB00812;HMDB02201;HMDB00904;HMDB06355;HMDB00259;HMDB02043;HMDB01240;HMDB00122;HMDB00158;HMDB00247;HMDB01565;HMDB00272;HMDB06348;HMDB10724;HMDB02373;HMDB12150;HMDB01276;HMDB11635;HMDB06029;HMDB11717;HMDB00206;HMDB04823;HMDB00590;HMDB12710;HMDB11165;HMDB11745;HMDB01896;HMDB00094;HMDB00127;HMDB00954;HMDB00565;HMDB03966;HMDB04998;HMDB10729;HMDB00704;HMDB06406;HMDB00603;HMDB00638;HMDB00731;HMDB00832;HMDB00107;HMDB00792;HMDB00201;HMDB11667;HMDB04231;HMDB01451;HMDB01925;HMDB00860;HMDB02203;HMDB11714;HMDB00682;HMDB03581;HMDB10727;HMDB00910;HMDB06802;HMDB00114;HMDB13279;HMDB00888;HMDB00387;HMDB00856;HMDB00824;HMDB11150;HMDB01300;HMDB03764;HMDB00350;HMDB00212;HMDB00099;HMDB10325;HMDB00560;HMDB00033;HMDB00499;HMDB01228;HMDB00933;HMDB11175;HMDB13267;HMDB00618;HMDB03219;HMDB02335;HMDB01434;HMDB12161;HMDB01974;HMDB13125;HMDB11725;HMDB00038;HMDB00194;HMDB10730;HMDB00826;HMDB02366;HMDB13286;HMDB00296;HMDB02327;HMDB01931;HMDB01526;HMDB02012;HMDB00736;HMDB04086;HMDB04195;HMDB12273;HMDB00220;HMDB00086;HMDB13161;HMDB00124;HMDB11171;HMDB01551;HMDB00497;HMDB00050;HMDB04081;HMDB10733;HMDB10734;HMDB13238;HMDB01388;HMDB00673;HMDB01358;HMDB00827;HMDB01068;HMDB11685;HMDB01852;HMDB01062;HMDB01067;HMDB01043;HMDB04269;HMDB00125;HMDB05060;HMDB00031;HMDB00553;HMDB01016;HMDB02156;HMDB05045;HMDB00095;HMDB12252;HMDB12799;HMDB02088;HMDB05023;HMDB02183;HMDB02121;HMDB06528;HMDB02226;HMDB02884;HMDB00944;HMDB06591;HMDB01922;HMDB00045;HMDB04080;HMDB11681;HMDB00353;HMDB03601;HMDB11539;HMDB02685;HMDB02007;HMDB06273;HMDB00037;HMDB11153;HMDB01439;HMDB00949;HMDB02368;HMDB03180;HMDB02886;HMDB00418;HMDB02304;HMDB03572;HMDB02082;HMDB11575;HMDB00912;HMDB11543;HMDB00280;HMDB01984;HMDB00447;HMDB12575;HMDB05022;HMDB03556;HMDB01341;HMDB10334;HMDB00416;HMDB03474;HMDB07852;HMDB11152;HMDB11589;HMDB11118;HMDB06898;HMDB00513;HMDB10321;HMDB01396;HMDB06321;HMDB00036;HMDB04135;HMDB06455;HMDB11496;HMDB10386;HMDB10385;HMDB07010;HMDB00548;HMDB11762;HMDB00286;HMDB11499;HMDB10400;HMDB05774;HMDB01898;HMDB07021;HMDB12146;HMDB10361;HMDB07033;HMDB07217;HMDB04953;HMDB02429;HMDB07353;HMDB07121;HMDB00757;HMDB07858;HMDB07266;HMDB07901;HMDB07868;HMDB12085;HMDB08835;HMDB07941;HMDB07940;HMDB07938;HMDB09347;HMDB08946;HMDB07949;HMDB10580;HMDB07889;HMDB01248;HMDB10602;HMDB07991;HMDB04975;HMDB08457;HMDB01275;HMDB10611;HMDB07989;HMDB06502;HMDB12107;HMDB10166;HMDB10166;HMDB12316;HMDB05370;HMDB09821;HMDB04047;HMDB09929;HMDB09999
626;NH24;1870;117;BXD87;HF;F;512;3;1298;1098;1104;5935;74714;42560;15731;5986;11309;971;11368;11135;15180;48593;2849;36128;12827;1791;729;50580;57032;6605;7717;4506;120474;234951;4014;20514;4782;7226;48700;6518;128130;4460;113846;262456;3255;3173;6370;5025;367396;25655;14397;2499;65342;254400;1743;1188641;769;2125;1370;7454;16396;654;131670;2845;8257;43665;3841;8265;809;2599;9083;1398;17281;2015;940607;96523;45136;245143;14762;10273;8882;3941;11668;2979;5705;524285;24136;1862;10305;952;3585;314482;5580;3535;2100;4521;14168;3645;6850;22003;6618;561;5438;1695;3887;3062;2713;901;5105;80430;3113;7268;15248;1097;7130;121117;39177;4658;413082;34442;4972;1568;307411;4873;2991;3603;5288;14950;3123;6996;206302;1905;6476;10225;4331;102000;1489;16407;592139;2285;2682;1127;259640;62692;35847;2227;59045;947;2876;4169;1788;722;14758;24110;20355;10501;15368;22728;12991;5097;5799;657;60303;11240;1884;518909;3690;2829;11028;2433;1194;3170;107330;734;1338;2063;10615;14965;6983;1178;4688;3272;10334;4974;4425;15013;3153;4289;10408;2284;84020;868;3825;3597;5903;1051;686;153010;21978;2602;21961;9745;30732;11305;3674;37810;4015;3575;7185;1353;58702;1691;6125;1798;5014;2938;2089;18425;4543;2204;4665;88297;805;7412;130792;3616;8581;5974;1542;3038;36285;7368;3204;4749052;7070;1911;68766;5459;17057;2894;26215;34078;23131;14708;538;351385;6115948;4697;1997120;29211;11855;6167;18018;3490;2769214;5349;100794;139089;19195;23423;10278;3281;7152;30185;565;1156;1102;1942;1902805;3011;517406;365568;4647;7355;3617;1946;1072812;908;232301;4402;1480;1368;4033;53258;9665;4017;1536;8799;32240;3127;5675;9847;67241;1276;56560;4310;700;7145;2292;2320;7367;3314;1750;1300;5759;112082;4216;2409;2232;8313;3199;1460;1453;2648;2306;2088;1320;1520;29845456;26950;652;35552;16431;10458;1915;815;707;133716;3837;709;2295;3290;555;1129;2841;3070;16337;1184;1442;1616;8090;12574;6475;7845;1538;1007;1419;48351;90360;308729;101057;30319;741022;989540;12152;25497;3534;80542;30208;1607;5025;1808;76720;72664;4876;2767;32928;32928;2350;1515;9701;4589;5398;3229
627;NH24;1354;123;BXD99;CD;F;535;3;9698;1909;1769;5959;61673;35315;19638;7331;12892;2087;10194;9925;14108;37347;4787;32700;12034;2290;852;78663;52989;7714;17341;4540;123665;413595;5237;22109;4008;10657;26596;5694;69644;4558;116065;260219;7854;5099;7910;6107;312411;24405;14273;4167;61826;354415;3450;521043;376;1727;1342;8718;14564;534;127171;5022;16127;38422;5284;16535;1091;1783;35849;2314;3754;2096;899339;104043;44628;183352;28265;10669;10293;2051;23210;3725;5870;334672;13552;4096;7595;972;8236;299722;5321;5620;2605;5306;13518;3366;10095;22430;14396;723;6231;2267;7113;4050;3288;3706;17642;71044;7190;9369;26075;811;4000;125683;17639;10022;556465;52043;5971;1654;347255;3749;5180;6305;9267;17125;2258;10857;20457;3301;4887;15561;16666;6119;2379;8996;39020;3075;3943;1435;270846;87742;41761;2887;40716;5342;5881;4019;1504;1125;2365;20924;38315;10262;29432;26815;8318;3015;3208;1280;63925;8409;2821;219889;2917;2927;2876;1692;1686;7774;85484;471;1757;3514;15930;10374;7034;1843;2820;5517;8344;6871;3725;33156;3569;3829;12783;1899;91561;1471;8012;2698;5167;1342;535;166422;17028;7505;6795;9434;19036;3070;2279;20857;4118;8190;5221;1922;40650;2850;5132;1918;3363;2711;1306;16383;6548;2601;5622;97612;1864;10750;107104;5780;7826;10961;4039;3179;3303;75760;3307;2076435;9925;1631;119312;6988;4251;2738;12416;11526;34646;19153;670;188161;1733141;4476;1402891;44833;7071;7511;12990;3093;456192;5125;1223920;40090;5847;20966;28657;1296;11447;63253;676;2274;694;3770;175203;4930;54772;40569;4585;8717;1968;2633;1032517;853;99371;3475;2800;2377;5179;6618;11520;6228;1116;4419;8923;2771;7068;14518;26395;1036;74215;9490;1157;5973;3124;2846;5003;2954;2110;4065;6627;107078;2566;4194;2022;10957;2146;2052;2316;2706;2649;3003;3740;2562;31244988;32860;914;11124;24652;14692;1575;1050;554;99951;8667;970;4337;4251;670;1298;3848;2350;6446;1456;2660;2068;2885;11697;5549;2257;2012;1106;1336;30837;66907;262426;74462;9731;121903;312853;15338;14310;3073;64863;14777;1666;3348;1883;35005;45788;5530;2273;29975;29975;2573;1821;6526;3680;4755;2614
628;NH24;1354;123;BXD99;CD;F;535;3;9239;1520;1373;6091;62362;33012;19289;7176;12085;2170;11484;9762;14338;38896;4907;34992;11677;2271;673;84923;49664;8559;18204;5137;134078;394075;5164;25208;3984;10898;29567;6683;68197;4168;116103;255421;8672;5476;6961;5538;332154;23368;15390;4384;59304;353015;3149;544842;448;1774;1299;10148;16034;672;130848;4915;16621;39497;4984;16859;1114;2223;35275;2562;3318;2274;886224;110362;47195;170291;28457;10669;9760;1560;22640;3462;5994;330214;14302;3699;8467;1168;7775;300885;5274;6389;2404;5293;13819;3209;9175;22541;14150;1342;6979;2544;6984;3446;4175;3969;19121;72937;8758;8933;27466;968;6561;130356;17019;9896;542336;51022;6701;1455;341547;4521;5418;6459;9514;17407;2436;11534;20280;3392;5011;15655;15762;6165;2341;8027;38814;2842;3899;1354;274933;88606;43732;2827;42387;4958;6608;4543;1994;964;2670;19763;38216;10659;29358;25371;8624;2722;3898;873;61635;8434;2761;213062;3024;3518;3273;1648;1935;8311;80838;542;2186;3413;16782;9566;6584;1564;2639;5859;7754;7141;5682;33366;3616;4021;12535;2236;92564;1530;7584;3122;4725;1095;661;177109;16693;7492;6405;9177;19028;3043;2488;18937;3989;8120;4981;2315;38634;3092;4862;1834;3505;2156;1852;17782;7397;3571;5040;100562;1929;10471;111155;6258;5750;11584;3453;3181;3388;70607;3764;2186794;9916;2079;116235;6657;3348;2537;12089;11983;36539;18885;611;180212;1673303;4263;1489599;43844;7408;7251;13290;2861;439100;5321;1157403;37127;5707;21451;27891;994;10707;61051;588;2598;880;3966;156922;4662;46362;36319;4450;9258;2017;2690;1001818;890;93923;3308;2660;2492;5088;6504;10576;6753;1003;4192;8654;2858;7677;13832;25925;876;73858;9250;891;6059;3029;2696;5126;2894;1707;3928;6448;105924;3567;4131;2334;11381;2463;2032;2262;2870;3125;2930;3326;2366;31017918;32547;989;10752;22880;14265;1577;954;457;97462;8566;698;4020;3926;525;1473;3490;2103;7023;1398;2330;1711;3358;10770;5270;2179;2196;949;1360;30183;66113;261394;72626;9609;123116;314620;15387;13361;2955;64178;14238;1938;3158;2043;34520;45115;5053;1983;29173;29173;2611;1303;5808;3352;5303;2719
629;NH24;1802;177;BXD32;CD;F;517;3;13125;1110;1341;7953;55318;29925;18775;7328;10336;1715;12858;10064;18923;48757;6571;40566;13772;2240;926;59377;92149;8686;14817;5765;122648;377363;5520;24570;5472;10062;31491;7243;89557;4925;114210;279769;6172;5620;9528;6229;327231;23466;15048;2988;67721;288042;2798;1310382;987;1640;1303;8573;21971;968;146337;5400;6879;41071;5282;12103;742;1904;24402;6468;35115;2902;880181;103642;51960;237630;33909;9406;9265;1817;11949;4085;7177;297897;15326;4961;9546;1289;4131;303627;5832;6231;2730;5280;12232;3456;11680;26753;16599;1008;6464;2473;5941;3682;3950;1320;7668;100058;4972;10618;26023;1092;6440;115831;18007;7744;1640087;128231;8987;1949;222511;4138;6115;5967;7556;17289;2676;10375;26036;2393;5320;15870;7487;16357;1767;5519;1640687;3270;3894;1276;265167;64191;26252;3429;59433;2783;5598;5125;1652;1022;11130;25201;36840;12366;53426;32196;12351;3040;3136;1056;97782;12204;2522;660927;4459;4429;7118;1595;2045;8168;133184;829;1876;2935;18869;11715;6811;2360;4428;6610;7350;6904;10011;15368;3642;4009;34799;2831;329886;1461;7730;3476;4875;983;625;133684;15041;5389;17554;8068;34963;11316;3314;61561;4916;7570;4786;1985;39273;2781;6672;1826;6818;2909;1807;18490;7827;2170;6165;237195;2180;11610;154566;6522;5555;10096;3920;4267;2660;14748;4507;3851130;20595;1736;82593;8822;7693;4701;27768;13164;51917;27262;920;932647;9029716;6577;2337098;32990;5586;9446;19274;3945;1163378;7952;170408;54712;18433;34260;17227;1451;11020;42795;795;2858;1318;3243;785093;5458;123894;67407;9496;13065;2339;3128;920661;735;83543;5740;1917;2117;4867;12355;13902;7170;1326;4327;17174;4447;9314;15160;39943;1485;67017;11211;1324;5319;3045;2294;7213;3631;1600;3678;3932;181443;4499;4547;2462;13254;2550;2633;1870;2900;2119;3063;2723;2017;24474558;8843;704;23103;16099;8051;2037;1123;865;151738;3706;960;2826;4430;520;1994;3152;5087;8725;1878;2255;2094;6688;42041;4535;7919;1297;960;1643;68241;101180;399076;67628;12678;441023;573574;25883;20161;2724;91923;24898;2819;4835;2197;60588;56692;6031;3555;37649;37649;3155;2074;9431;4669;5247;3841
630;NH24;1802;177;BXD32;CD;F;517;3;13779;1334;1548;7804;58128;31295;17636;7167;10120;2241;12131;9962;20768;51773;5655;38059;11110;1832;14008;60039;89360;8556;14778;5966;119875;387555;4985;23243;4536;9816;32674;6877;91035;4830;113907;284659;5861;5081;9015;6136;323718;24280;15635;3222;67743;293583;2930;1323645;1077;1752;1363;7817;24643;1095;143171;4958;7314;42191;4681;12301;560;2151;23151;7019;38310;2867;889882;106926;50030;239019;35036;10270;8828;1654;11925;5207;7015;291562;14209;4889;8951;1290;4972;302953;5428;6361;2617;5013;13097;3762;11815;26669;16138;1322;6076;2222;5296;3696;4032;1564;7468;100731;5371;9964;27704;963;5632;109511;17306;8254;1679143;129604;9800;2119;221415;4336;6038;5594;7079;18241;2283;11001;26122;3153;5121;14747;7633;17142;1879;5469;1675947;2916;4714;1288;268815;65580;25661;3781;57814;2546;6346;4853;1728;1080;12124;27493;37549;11955;52064;34502;13809;3088;4056;1112;99819;13273;2653;670096;4549;4565;6902;1455;1654;8421;131885;859;2380;3103;19195;11067;6541;1945;4764;7123;7245;7443;9472;14117;3664;3932;34703;2438;340307;1672;7065;3542;5248;1474;687;128881;14519;5654;18796;8296;35655;11287;3031;63340;5035;7584;5159;2281;39547;2609;6810;1934;6955;2923;1746;20402;6596;2080;5886;254102;1839;12850;163094;5724;5622;10353;4111;3522;2556;13728;4105;4226344;20828;1911;81704;8970;8619;4369;28309;12817;53822;27775;810;990866;9986723;7549;2485675;34519;5825;9507;18604;3916;1277969;7664;163030;62464;20001;36411;18106;1234;11877;44470;900;2697;1250;3709;878220;5320;131527;70628;11566;14208;2619;2999;925065;918;82406;6384;2183;2857;5312;12139;14337;7078;1237;4727;19000;4987;11475;16098;43535;1574;67322;12843;1318;5371;3299;2808;7683;3970;1652;3189;3753;184960;4683;4948;2302;14246;2563;2698;2153;3007;2055;2813;2836;1928;24418434;8958;721;25855;18023;9401;2303;880;906;154294;3393;743;3071;4015;470;2264;3703;5501;9212;2219;2086;2127;6936;43482;4575;9304;1482;1236;1652;77027;114891;462618;73263;13771;498037;653038;31296;23833;2887;98184;28269;2697;5827;1995;66194;59318;6347;3117;39165;39165;3314;2237;11119;4446;5352;3781
631;NH24;1506;202;BXD73;HF;F;694;4;1331;1396;1230;6194;93177;46956;18747;6051;12663;1532;15550;11612;21113;61202;3590;36399;13085;2160;916;58906;74878;8036;9138;6195;102526;328843;6363;22548;4920;8638;24772;6784;53548;4863;123522;288646;4098;3979;7541;9534;290209;32789;15090;3099;104413;499924;2042;2010222;2873;4940;1262;8953;35964;863;138328;3699;8570;50032;4070;8898;749;4379;10454;2290;12080;2432;1006216;130085;48898;268385;29814;9508;7866;1804;11119;3778;7352;360135;16096;3868;11380;1098;4123;345203;4316;5000;2315;5244;19218;4377;8870;25491;9011;594;9774;2822;5428;2664;3500;4087;10719;137953;6259;8046;16235;807;5406;114128;16546;6515;840629;69109;7065;3309;183167;6261;4972;5144;5710;17419;1907;7440;38643;3365;4299;14366;5513;15900;1794;5756;200526;2876;3480;1323;354270;75243;24001;2157;65886;1666;4893;4922;1537;1189;12970;22081;33699;11411;30836;28824;13580;4477;2467;1105;97818;10959;2020;531708;3574;2907;6446;1587;1241;6210;102453;813;1469;3014;19588;7853;7776;1573;5957;4598;5628;6378;4758;14427;3558;4447;18224;1907;362473;1210;5865;4283;2509;1071;823;293900;14626;5821;13619;12630;52632;9029;3867;42564;4684;5422;3356;1417;64525;2309;5902;1329;6653;2601;1505;17057;4738;3439;6252;119378;1328;8559;216880;5259;3504;6990;2220;5052;5473;7521;4927;4724772;14261;1536;343913;6663;6785;3336;40680;52858;34957;20562;717;219741;3148446;4269;2226339;105454;6148;4724;26947;5175;1106048;3933;140066;41305;18655;24565;14572;824;5583;37315;605;1409;1216;2692;739891;3421;76342;59465;4907;9972;1434;2685;452250;831;116112;3428;1587;1004;2946;7393;9383;4120;1001;8324;11160;5335;7321;9205;22710;2318;100982;10136;1267;8089;2353;2905;6288;3690;1942;2144;3291;242599;2894;2566;2443;6038;6382;2390;1955;2379;3041;2223;1364;2765;19718738;3300;696;45556;7877;9738;2078;683;2948;154573;2874;700;2136;1683;859;1247;2443;5918;34806;10144;1685;2608;13033;129136;20236;4869;3561;3189;1734;202150;275397;759756;330665;105686;4377826;2571620;41065;46103;5074;155508;62607;3429;12143;2968;146780;120289;8041;8114;69605;69605;4822;3054;17817;2447;6301;4892
632;NH24;1506;202;BXD73;HF;F;694;4;1086;1285;1230;6107;92164;47948;20082;6800;12804;1304;13867;11379;20772;58077;3852;34922;13719;2054;1106;57821;72647;8343;8712;5726;102332;312197;5933;21948;4466;9069;23544;6775;53214;3699;123366;275582;4234;3653;7241;9242;287748;31826;15875;3789;96737;492330;2201;2025179;2841;4920;1489;8562;35451;904;134495;3936;7923;49932;3578;9024;705;5057;8407;2041;10483;2270;985244;139781;47064;256473;30219;9704;7581;2020;12837;3590;7492;368993;15614;3204;10715;898;4022;343205;3810;5268;2356;5551;20964;4201;7727;26355;8532;923;9687;2311;4917;2587;3316;3763;11175;142552;6181;7447;15126;738;5728;111773;15541;6800;805842;64576;7298;3142;178861;6400;4206;4379;5067;18266;2322;6350;37198;3839;5097;13721;4731;16662;1437;6723;179776;2817;3803;1390;354818;77756;24129;2248;69573;1627;4689;4901;1842;1063;12541;21562;31409;10343;30382;26326;13107;3869;2703;878;93289;12148;1952;511585;3660;3495;5829;1777;1100;6033;101838;678;1416;2677;18469;8085;6448;2097;5716;4632;6053;5264;4513;14251;3528;4381;17999;2404;354532;1051;6695;4267;2286;1100;651;283801;13913;5378;12341;12445;50096;8996;3561;43474;4418;5808;2983;1453;57587;2227;5226;1404;6378;2733;1893;18649;4922;3516;6038;122475;1118;8351;209779;5286;3559;7970;2207;5425;5445;7469;5446;4960440;14298;1572;332172;6932;7342;2913;41566;54161;34270;17731;628;217193;3170973;4458;2260185;99086;5504;4730;27026;5491;1157453;3968;134040;42237;16094;23577;14502;1088;5454;36296;532;1587;1077;2730;758005;3285;72955;56475;4756;9000;1442;2283;422721;719;108715;3530;1487;1340;2288;7090;9906;3569;1362;7967;9735;4567;7727;8129;21571;2324;97834;9528;1228;7978;2753;2958;5788;3773;1711;2134;2850;232964;2379;2788;2209;6332;8153;1832;1695;2696;2732;2189;1419;2420;19675078;3379;712;55002;7287;9190;2201;794;2460;144815;2323;768;2095;1960;976;1386;2701;5009;30110;10331;1516;2594;10692;123120;19226;3571;3242;2645;1513;241740;325434;769472;332006;125211;4658394;2730211;46740;48083;5258;151557;62448;3952;16559;2484;148275;120567;7371;8380;69204;69204;4745;3707;18147;2634;6473;4559
633;NH24;2315;143.5;BXD43;CD;F;376;2;9715;1036;1489;7087;64743;26734;27140;6731;11887;1529;13043;10438;14237;48321;3795;44769;11210;2336;903;71558;46794;8076;9960;7827;123831;267573;5216;35709;4985;18954;32776;7777;73905;5063;152580;320333;11192;4305;9401;8981;344051;24143;13668;3487;80773;252243;2662;834706;691;2378;1530;8967;25253;983;152217;3722;7091;43481;3728;11639;730;5555;17217;7940;8562;1906;1076660;120776;54820;249234;32515;10481;7524;1953;12823;4053;9373;301362;15208;3459;10067;1576;4102;319646;4521;5071;2987;5900;14681;3573;10459;30235;10324;1160;7180;2286;5408;3199;3636;3404;6394;97556;3950;10703;31374;1010;4974;118192;19148;5264;1100033;87014;7944;1547;256141;4991;5076;4600;6455;21732;2466;9955;29116;2068;6761;14273;13458;14804;2041;13045;257978;2599;3371;1343;348249;69237;27545;2668;76476;2230;5433;8583;1961;1088;3979;34069;33462;12848;48153;59519;12080;3730;3840;822;51986;13111;3077;457135;5377;2531;8171;1745;2103;5643;181146;887;1560;2769;21766;9936;7199;2895;5220;5078;7833;4761;5392;51305;3587;3859;63865;2939;194523;1065;6019;3244;8106;929;608;172760;13683;4730;17273;9249;21437;11092;2484;92451;7872;5904;3413;1490;41581;1979;6163;1652;4492;1885;1535;18917;6319;2099;5535;211930;1785;10629;169191;4879;10193;9178;2794;4313;6643;14289;4828;4608786;15304;1156;118225;7033;4312;2679;16632;16799;45479;22874;596;918136;5889071;6639;2849800;51691;4935;10074;16805;4663;817335;3613;138616;35597;11308;31568;14050;834;5273;33859;589;2208;834;2329;442429;4161;82043;39568;4838;10147;1765;2220;1090272;985;97512;4478;1345;1477;2620;6425;9047;5047;1310;4161;17359;4928;6362;6340;31081;1385;33810;8018;998;4290;2328;2862;4056;2368;1090;2168;5428;206251;3827;4744;2902;8331;2961;1522;1670;2591;2651;1977;1381;1488;7468940;2406;409;24351;10905;4755;2054;754;1016;75947;1967;776;1836;1608;547;1429;2025;6258;9406;4326;1218;2000;8085;57530;7597;4709;2646;1357;1495;302177;256208;590740;100299;50756;1745520;1344326;36100;25660;3439;115768;31086;3676;10443;1753;82769;70056;6596;8288;42299;42299;3408;2630;11231;1760;5531;4498
634;NH24;2315;143.5;BXD43;CD;F;376;2;11247;1339;1254;5940;63321;26875;25758;6987;12452;1463;13979;9951;12937;46665;3983;44170;10627;2690;1015;75570;43220;7857;11492;7592;121177;262232;5317;34126;4719;18718;33616;7812;74310;6098;148292;301988;11166;4865;9625;9368;337698;24710;14087;3606;79072;250668;2647;820493;569;2163;1287;8037;24249;705;153060;4049;7576;44983;3942;12323;1117;5029;18246;8604;7750;2225;1050869;119479;53534;242784;32791;10124;7988;1975;12838;4060;8979;291879;14546;3678;9898;1372;4974;317417;4235;5151;2758;5706;15584;2800;8582;28356;10012;1118;7277;2795;4726;3291;3998;3832;6898;98484;4138;9755;31361;992;5561;117115;17277;5501;1091181;87683;7604;1476;255335;5104;5229;3775;5597;22154;2557;10575;28933;2551;6366;14242;14104;13558;2327;13584;255418;2745;3537;1186;345939;65955;27120;2753;77992;2096;4787;8122;1777;1204;4031;33337;32701;11195;44704;59333;11733;3865;3516;1078;50390;13266;3156;435589;5410;3054;7981;1724;1967;5821;177376;746;1761;2631;20563;10687;7234;2698;4238;4726;7566;4421;5863;51190;3750;4298;58993;2824;189305;1694;6258;2585;8112;1172;712;175199;13888;5563;17171;9216;21269;10967;2577;91730;8304;4898;3418;1517;42525;2095;5725;1457;3816;1611;1320;18445;5821;2340;4971;199716;1929;10222;164539;4426;10094;8866;2761;3924;7107;15188;4562;4360644;16191;1649;111128;6135;5115;2897;16875;15673;46530;21786;480;944908;6330543;6023;2456273;52991;5044;10303;15414;4528;886372;3094;135757;39682;11935;27919;12554;982;5292;33882;628;1858;866;2466;470952;4066;87271;43667;5436;9188;1971;2219;1067584;962;98405;4356;1262;1727;3061;7129;8751;5178;870;4473;17525;3722;6577;6414;31478;1405;32879;7264;1006;3595;1973;2721;4213;2459;1184;2091;5301;201488;2947;4737;2820;8066;3168;1484;1817;2388;2464;2086;1790;1451;7509967;2772;620;27167;11931;4646;1833;614;773;73578;1987;652;2159;1634;498;1446;2118;7356;8613;4705;1132;1812;8346;58193;8118;4564;3033;1446;1613;352092;299808;679840;116268;58180;1993685;1542251;41310;29439;3213;124416;35006;3391;12274;1608;87096;73582;6650;8665;44307;44307;3684;3375;13073;1707;6137;4742
635;NH24;2148;141.5;BXD61;HF;F;364;2;1329;1614;1716;7125;88469;50940;22259;6102;10790;1459;15502;13259;27839;58808;3769;40811;13505;2692;949;45819;111994;7572;9452;6549;81370;373574;6981;19295;4485;7633;28508;7260;62417;5030;107689;274656;3311;4123;6200;7345;239557;25999;13443;3541;112014;703049;2437;2030406;2975;3390;1059;9444;24422;892;150830;3197;7372;45429;3737;9437;631;2447;13878;1159;37276;3145;852328;102449;53058;353234;25546;9450;7384;2989;11353;4087;5606;407518;21256;2650;11362;1406;4084;392255;4527;4180;2879;4871;18027;4097;9655;25478;7807;478;6760;2696;5496;2019;3093;3908;5302;98322;3744;8435;17242;1016;5628;92898;19436;5282;800211;69189;8897;2011;268444;4802;2972;4860;6441;21037;2218;9301;69603;2246;4866;14344;3914;55176;1489;7522;897232;2836;4247;1115;347310;60220;27494;2381;85246;1347;5584;6324;1540;1541;2379;33978;30937;7671;27606;91215;15982;4519;4283;938;164337;12636;1865;615743;3930;3197;6221;1940;1345;4889;150520;630;1335;3036;21714;7619;7200;1554;6140;4129;5371;4775;14853;20020;2322;4730;20247;2245;193086;1167;6799;4503;2183;1527;794;366922;9088;3667;19067;6952;20241;10413;3443;48736;8213;4256;3401;1481;55137;2411;5073;1310;6335;3060;1306;19481;3995;3039;5909;136322;1421;10001;203250;4511;2481;4973;1624;4529;2453;7038;5981;5989567;11515;2243;91488;7092;8491;2574;43564;22654;30334;17722;703;269983;5040917;5246;3104386;55422;5599;5764;19514;4469;1331728;3344;163639;116451;27617;33474;18158;2222;7625;28218;690;1396;1387;1919;780035;2616;114816;101647;7357;9687;1516;1928;1135246;1014;117247;3814;1214;1357;2844;16253;10067;3788;1591;5733;12690;4121;7733;7012;23446;1189;29441;5563;840;7900;4115;3167;6978;2026;1902;1193;2073;191136;2758;2789;2651;6843;5743;2890;1333;2007;3518;2031;1295;1830;10391513;2088;585;41926;6874;7619;2142;633;1964;184008;2029;607;1878;1602;680;2197;1996;5373;72469;7057;1201;2009;27258;68058;12669;4378;2663;1282;1644;164898;289483;571554;219392;95858;4022152;2464323;44241;50271;4161;125811;57588;2786;10561;2218;145348;127464;7793;5213;48727;48727;4802;3628;22056;1863;6222;3875
